Order_ID,Customer_ID,Order_Date,Product_Category,Product_Price,Quantity,Payment_Method,Delivery_Status,Customer_Age,Customer_Gender,Discount_Applied,Total_Sales,Region,Customer_Rating,Return_Status
ORD1172,CUST191,2023-06-22,Groceries,483.0,2,Credit Card,Late,68.0,Female,31,<function <lambda> at 0x796a7ccaae60>,North,4.0,Returned
ORD1173,CUST131,2023-06-23,Home Decor,110.0,3,Credit Card,Cancelled,53.0,Male,40,<function <lambda> at 0x796a7ccaae60>,North,4.0,Not Returned
ORD1174,CUST45,2023-06-24,Home Decor,171.0,1,Debit Card,Cancelled,51.0,Other,47,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1175,CUST179,2023-06-25,Clothing,100.0,9,Credit Card,Cancelled,26.0,Other,42,<function <lambda> at 0x796a7ccaae60>,North,1.0,Not Returned
ORD1176,CUST89,2023-06-26,Groceries,452.0,8,Cash,Late,59.0,Female,38,<function <lambda> at 0x796a7ccaae60>,North,4.0,Not Returned
ORD1177,CUST152,2023-06-27,Groceries,326.0,2,PayPal,Late,45.0,Other,30,<function <lambda> at 0x796a7ccaae60>,North,3.0,Returned
ORD1178,CUST199,2023-06-28,Electronics,54.0,8,Debit Card,Cancelled,28.0,Female,41,<function <lambda> at 0x796a7ccaae60>,East,4.0,Not Returned
ORD1179,CUST20,2023-06-29,Groceries,141.0,9,Credit Card,Cancelled,31.0,Male,9,<function <lambda> at 0x796a7ccaae60>,East,1.0,Not Returned
ORD1180,CUST162,2023-06-30,Electronics,219.0,1,PayPal,Late,56.0,Female,29,<function <lambda> at 0x796a7ccaae60>,West,1.0,Returned
ORD1181,CUST162,2023-07-01,Groceries,366.0,5,Debit Card,On Time,64.0,Male,17,<function <lambda> at 0x796a7ccaae60>,North,2.0,Not Returned
ORD1182,CUST185,2023-07-02,Clothing,71.0,8,PayPal,Cancelled,36.0,Female,23,<function <lambda> at 0x796a7ccaae60>,East,3.0,Returned
ORD1183,CUST58,2023-07-03,Groceries,454.0,2,Credit Card,On Time,32.0,Other,8,<function <lambda> at 0x796a7ccaae60>,East,1.0,Returned
ORD1184,CUST2,2023-07-04,Electronics,375.0,4,Credit Card,Cancelled,45.0,Other,30,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1185,CUST28,2023-07-05,Electronics,50.0,7,Cash,On Time,41.0,Female,14,<function <lambda> at 0x796a7ccaae60>,South,3.0,Returned
ORD1186,CUST141,2023-07-06,Clothing,182.0,3,Credit Card,On Time,,Other,3,<function <lambda> at 0x796a7ccaae60>,North,3.0,Not Returned
ORD1187,CUST51,2023-07-07,Groceries,282.0,5,Credit Card,On Time,60.0,Other,39,<function <lambda> at 0x796a7ccaae60>,East,5.0,Not Returned
ORD1188,CUST113,2023-07-08,Groceries,61.0,8,Debit Card,Late,26.0,Other,8,<function <lambda> at 0x796a7ccaae60>,West,4.0,Not Returned
ORD1189,CUST109,2023-07-09,Clothing,395.0,3,Cash,On Time,64.0,Male,44,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1190,CUST144,2023-07-10,Groceries,95.0,4,Debit Card,On Time,50.0,Other,8,<function <lambda> at 0x796a7ccaae60>,West,5.0,Not Returned
ORD1191,CUST12,2023-07-11,Groceries,83.0,9,PayPal,On Time,50.0,Male,25,<function <lambda> at 0x796a7ccaae60>,East,4.0,Not Returned
ORD1192,CUST129,2023-07-12,Electronics,482.0,7,Credit Card,Cancelled,36.0,Female,3,<function <lambda> at 0x796a7ccaae60>,North,4.0,Not Returned
ORD1193,CUST67,2023-07-13,Groceries,127.0,1,PayPal,On Time,20.0,Other,16,<function <lambda> at 0x796a7ccaae60>,South,4.0,Not Returned
ORD1194,CUST74,2023-07-14,Groceries,267.0,4,Debit Card,Cancelled,27.0,Other,15,<function <lambda> at 0x796a7ccaae60>,North,4.0,Returned
ORD1195,CUST73,2023-07-15,Clothing,350.0,4,Credit Card,On Time,57.0,Other,14,<function <lambda> at 0x796a7ccaae60>,West,4.0,Returned
ORD1196,CUST190,2023-07-16,Clothing,460.0,9,Credit Card,On Time,64.0,Female,34,<function <lambda> at 0x796a7ccaae60>,West,5.0,Not Returned
ORD1197,CUST48,2023-07-17,Home Decor,122.0,6,Debit Card,Late,59.0,Male,4,<function <lambda> at 0x796a7ccaae60>,South,2.0,Returned
ORD1198,CUST165,2023-07-18,Electronics,331.0,9,Debit Card,Cancelled,18.0,Male,4,<function <lambda> at 0x796a7ccaae60>,North,2.0,Not Returned
ORD1199,CUST26,2023-07-19,Groceries,,6,Debit Card,On Time,46.0,Other,19,<function <lambda> at 0x796a7ccaae60>,West,1.0,Not Returned
ORD1200,CUST99,2023-07-20,Groceries,96.0,6,Debit Card,Cancelled,67.0,Female,14,<function <lambda> at 0x796a7ccaae60>,West,2.0,Not Returned
ORD1201,CUST66,2023-07-21,Home Decor,170.0,5,Debit Card,Cancelled,51.0,Female,17,<function <lambda> at 0x796a7ccaae60>,North,2.0,Returned
ORD1202,CUST113,2023-07-22,Groceries,263.0,5,Credit Card,Late,68.0,Female,46,<function <lambda> at 0x796a7ccaae60>,West,,Not Returned
ORD1203,CUST174,2023-07-23,Electronics,288.0,2,Debit Card,Late,30.0,Female,1,<function <lambda> at 0x796a7ccaae60>,North,4.0,Returned
ORD1204,CUST46,2023-07-24,Home Decor,105.0,8,Credit Card,Late,18.0,Female,28,<function <lambda> at 0x796a7ccaae60>,West,4.0,Returned
ORD1205,CUST21,2023-07-25,Electronics,399.0,8,Credit Card,Late,51.0,Male,12,<function <lambda> at 0x796a7ccaae60>,North,5.0,Not Returned
ORD1206,CUST54,2023-07-26,Home Decor,156.0,1,Debit Card,Late,46.0,Male,3,<function <lambda> at 0x796a7ccaae60>,South,2.0,Returned
ORD1207,CUST34,2023-07-27,Home Decor,368.0,8,Debit Card,Late,65.0,Male,41,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1208,CUST43,2023-07-28,Clothing,97.0,5,Cash,Late,64.0,Other,44,<function <lambda> at 0x796a7ccaae60>,South,1.0,Not Returned
ORD1209,CUST111,2023-07-29,Electronics,110.0,2,Credit Card,Late,30.0,Female,9,<function <lambda> at 0x796a7ccaae60>,West,4.0,Returned
ORD1210,CUST146,2023-07-30,Groceries,386.0,2,Debit Card,On Time,65.0,Other,30,<function <lambda> at 0x796a7ccaae60>,West,3.0,Returned
ORD1211,CUST184,2023-07-31,Groceries,75.0,6,Debit Card,Cancelled,66.0,Female,40,<function <lambda> at 0x796a7ccaae60>,East,1.0,Not Returned
ORD1212,CUST83,2023-08-01,Electronics,341.0,9,Debit Card,Late,46.0,Male,7,<function <lambda> at 0x796a7ccaae60>,North,1.0,Not Returned
ORD1213,CUST34,2023-08-02,Groceries,306.0,1,Cash,Late,56.0,Other,2,<function <lambda> at 0x796a7ccaae60>,South,5.0,Returned
ORD1214,CUST76,2023-08-03,Groceries,57.0,6,Cash,Cancelled,41.0,Male,47,<function <lambda> at 0x796a7ccaae60>,South,2.0,Not Returned
ORD1215,CUST114,2023-08-04,Electronics,162.0,9,PayPal,On Time,43.0,Female,45,<function <lambda> at 0x796a7ccaae60>,South,4.0,Not Returned
ORD1216,CUST145,2023-08-05,Home Decor,404.0,8,Credit Card,Cancelled,34.0,Female,8,<function <lambda> at 0x796a7ccaae60>,North,3.0,Returned
ORD1217,CUST99,2023-08-06,Electronics,302.0,6,PayPal,Cancelled,24.0,Female,29,<function <lambda> at 0x796a7ccaae60>,East,1.0,Returned
ORD1218,CUST114,2023-08-07,Home Decor,229.0,3,Debit Card,Late,30.0,Male,10,<function <lambda> at 0x796a7ccaae60>,South,3.0,Not Returned
ORD1219,CUST184,2023-08-08,Groceries,256.0,8,Cash,Cancelled,22.0,Female,34,<function <lambda> at 0x796a7ccaae60>,North,2.0,Returned
ORD1220,CUST40,2023-08-09,Groceries,352.0,9,Cash,Cancelled,43.0,Male,36,<function <lambda> at 0x796a7ccaae60>,West,2.0,Not Returned
ORD1221,CUST126,2023-08-10,Groceries,176.0,1,PayPal,Late,66.0,Other,41,<function <lambda> at 0x796a7ccaae60>,South,3.0,Not Returned
ORD1222,CUST190,2023-08-11,Clothing,105.0,9,Cash,Late,20.0,Female,12,<function <lambda> at 0x796a7ccaae60>,South,4.0,Returned
ORD1223,CUST144,2023-08-12,Home Decor,263.0,6,Debit Card,Late,24.0,Female,35,<function <lambda> at 0x796a7ccaae60>,East,2.0,Returned
ORD1224,CUST35,2023-08-13,Clothing,63.0,6,Cash,Late,66.0,Female,12,<function <lambda> at 0x796a7ccaae60>,South,3.0,Not Returned
ORD1225,CUST46,2023-08-14,Clothing,77.0,4,PayPal,Cancelled,56.0,Other,11,<function <lambda> at 0x796a7ccaae60>,South,1.0,Not Returned
ORD1226,CUST146,2023-08-15,Electronics,127.0,1,Debit Card,Cancelled,18.0,Female,36,<function <lambda> at 0x796a7ccaae60>,West,3.0,Not Returned
ORD1227,CUST175,2023-08-16,Clothing,265.0,8,PayPal,On Time,66.0,Male,9,<function <lambda> at 0x796a7ccaae60>,North,3.0,Not Returned
ORD1228,CUST131,2023-08-17,Electronics,435.0,2,Cash,On Time,34.0,Male,8,<function <lambda> at 0x796a7ccaae60>,North,5.0,Returned
ORD1229,CUST124,2023-08-18,Electronics,414.0,1,PayPal,Cancelled,60.0,Female,6,<function <lambda> at 0x796a7ccaae60>,East,2.0,Not Returned
ORD1230,CUST59,2023-08-19,Clothing,203.0,2,PayPal,On Time,42.0,Female,1,<function <lambda> at 0x796a7ccaae60>,West,4.0,Returned
ORD1231,CUST172,2023-08-20,Home Decor,63.0,1,Credit Card,Cancelled,20.0,Other,22,<function <lambda> at 0x796a7ccaae60>,North,4.0,Returned
ORD1232,CUST143,2023-08-21,Home Decor,236.0,1,Cash,On Time,32.0,Other,38,<function <lambda> at 0x796a7ccaae60>,West,5.0,Not Returned
ORD1233,CUST85,2023-08-22,Home Decor,361.0,9,Cash,Late,46.0,Other,39,<function <lambda> at 0x796a7ccaae60>,North,4.0,Returned
ORD1234,CUST174,2023-08-23,Home Decor,420.0,1,PayPal,On Time,60.0,Female,38,<function <lambda> at 0x796a7ccaae60>,West,3.0,Returned
ORD1235,CUST99,2023-08-24,Home Decor,56.0,4,Credit Card,Late,49.0,Other,20,<function <lambda> at 0x796a7ccaae60>,East,5.0,Not Returned
ORD1236,CUST102,2023-08-25,Clothing,52.0,6,Cash,Late,43.0,Other,22,<function <lambda> at 0x796a7ccaae60>,South,1.0,Returned
ORD1237,CUST52,2023-08-26,Clothing,160.0,7,Debit Card,Late,33.0,Male,28,<function <lambda> at 0x796a7ccaae60>,East,2.0,Returned
ORD1238,CUST132,2023-08-27,Groceries,456.0,2,PayPal,Late,,Other,13,<function <lambda> at 0x796a7ccaae60>,North,2.0,Not Returned
ORD1239,CUST29,2023-08-28,Home Decor,287.0,6,Cash,On Time,45.0,Male,25,<function <lambda> at 0x796a7ccaae60>,East,2.0,Not Returned
ORD1240,CUST163,2023-08-29,Clothing,412.0,7,Debit Card,Cancelled,26.0,Male,4,<function <lambda> at 0x796a7ccaae60>,South,3.0,Not Returned
ORD1241,CUST96,2023-08-30,Groceries,288.0,2,Cash,Late,18.0,Other,30,<function <lambda> at 0x796a7ccaae60>,East,1.0,Not Returned
ORD1242,CUST174,2023-08-31,Home Decor,323.0,2,Debit Card,On Time,46.0,Male,24,<function <lambda> at 0x796a7ccaae60>,North,5.0,Not Returned
ORD1243,CUST108,2023-09-01,Electronics,343.0,7,PayPal,Late,39.0,Female,30,<function <lambda> at 0x796a7ccaae60>,North,5.0,Not Returned
ORD1244,CUST18,2023-09-02,Groceries,276.0,1,Cash,On Time,33.0,Female,49,<function <lambda> at 0x796a7ccaae60>,East,2.0,Not Returned
ORD1245,CUST197,2023-09-03,Clothing,420.0,8,Cash,On Time,58.0,Other,19,<function <lambda> at 0x796a7ccaae60>,South,1.0,Returned
ORD1246,CUST89,2023-09-04,Electronics,64.0,3,Credit Card,On Time,68.0,Female,43,<function <lambda> at 0x796a7ccaae60>,East,1.0,Returned
ORD1247,CUST41,2023-09-05,Electronics,241.0,6,PayPal,Cancelled,61.0,Male,16,<function <lambda> at 0x796a7ccaae60>,South,1.0,Not Returned
ORD1248,CUST200,2023-09-06,Electronics,168.0,9,Debit Card,On Time,68.0,Female,44,<function <lambda> at 0x796a7ccaae60>,West,4.0,Returned
ORD1249,CUST180,2023-09-07,Groceries,77.0,6,Cash,On Time,58.0,Other,1,<function <lambda> at 0x796a7ccaae60>,South,4.0,Returned
ORD1250,CUST25,2023-09-08,Clothing,251.0,9,Cash,Cancelled,24.0,Other,24,<function <lambda> at 0x796a7ccaae60>,West,2.0,Not Returned
ORD1251,CUST111,2023-09-09,Electronics,88.0,7,Debit Card,Cancelled,31.0,Male,12,<function <lambda> at 0x796a7ccaae60>,East,1.0,Returned
ORD1252,CUST121,2023-09-10,Home Decor,490.0,9,PayPal,On Time,46.0,Other,38,<function <lambda> at 0x796a7ccaae60>,South,1.0,Not Returned
ORD1253,CUST171,2023-09-11,Electronics,322.0,2,Credit Card,Cancelled,36.0,Female,27,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1254,CUST196,2023-09-12,Electronics,280.0,8,Credit Card,Late,36.0,Other,41,<function <lambda> at 0x796a7ccaae60>,West,5.0,Not Returned
ORD1255,CUST26,2023-09-13,Groceries,135.0,8,Cash,Late,19.0,Male,5,<function <lambda> at 0x796a7ccaae60>,West,2.0,Returned
ORD1256,CUST94,2023-09-14,Groceries,175.0,2,Debit Card,Cancelled,58.0,Other,2,<function <lambda> at 0x796a7ccaae60>,North,1.0,Returned
ORD1257,CUST110,2023-09-15,Clothing,349.0,4,Cash,Cancelled,62.0,Female,34,<function <lambda> at 0x796a7ccaae60>,East,2.0,Returned
ORD1258,CUST177,2023-09-16,Home Decor,74.0,7,Debit Card,On Time,32.0,Male,17,<function <lambda> at 0x796a7ccaae60>,West,5.0,Not Returned
ORD1259,CUST44,2023-09-17,Groceries,194.0,4,Credit Card,Cancelled,20.0,Female,10,<function <lambda> at 0x796a7ccaae60>,South,5.0,Returned
ORD1260,CUST27,2023-09-18,Electronics,62.0,4,PayPal,On Time,28.0,Male,19,<function <lambda> at 0x796a7ccaae60>,West,4.0,Returned
ORD1261,CUST118,2023-09-19,Clothing,261.0,6,Debit Card,Late,63.0,Other,4,<function <lambda> at 0x796a7ccaae60>,North,2.0,Not Returned
ORD1262,CUST87,2023-09-20,Electronics,74.0,6,Credit Card,Cancelled,47.0,Male,18,<function <lambda> at 0x796a7ccaae60>,East,2.0,Not Returned
ORD1263,CUST29,2023-09-21,Electronics,117.0,3,Cash,On Time,57.0,Male,21,<function <lambda> at 0x796a7ccaae60>,North,1.0,Returned
ORD1264,CUST101,2023-09-22,Groceries,443.0,9,Debit Card,On Time,35.0,Other,18,<function <lambda> at 0x796a7ccaae60>,North,1.0,Returned
ORD1265,CUST45,2023-09-23,Clothing,116.0,2,PayPal,Late,68.0,Female,46,<function <lambda> at 0x796a7ccaae60>,North,4.0,Returned
ORD1266,CUST14,2023-09-24,Home Decor,282.0,6,Cash,Cancelled,65.0,Other,15,<function <lambda> at 0x796a7ccaae60>,South,3.0,Returned
ORD1267,CUST174,2023-09-25,Home Decor,158.0,7,Cash,Late,19.0,Male,23,<function <lambda> at 0x796a7ccaae60>,East,3.0,Not Returned
ORD1268,CUST182,2023-09-26,Groceries,195.0,9,Credit Card,On Time,49.0,Other,40,<function <lambda> at 0x796a7ccaae60>,East,3.0,Returned
ORD1269,CUST40,2023-09-27,Groceries,160.0,3,Debit Card,On Time,,Male,3,<function <lambda> at 0x796a7ccaae60>,South,2.0,Returned
ORD1270,CUST183,2023-09-28,Clothing,277.0,3,Cash,Cancelled,39.0,Other,14,<function <lambda> at 0x796a7ccaae60>,East,2.0,Not Returned
ORD1271,CUST105,2023-09-29,Home Decor,160.0,7,PayPal,On Time,23.0,Other,24,<function <lambda> at 0x796a7ccaae60>,North,5.0,Returned
ORD1272,CUST90,2023-09-30,Home Decor,83.0,4,Debit Card,Cancelled,29.0,Female,43,<function <lambda> at 0x796a7ccaae60>,East,2.0,Returned
ORD1273,CUST30,2023-10-01,Home Decor,160.0,8,PayPal,Late,64.0,Male,34,<function <lambda> at 0x796a7ccaae60>,South,2.0,Returned
ORD1274,CUST110,2023-10-02,Electronics,313.0,7,Cash,Cancelled,57.0,Female,13,<function <lambda> at 0x796a7ccaae60>,North,2.0,Not Returned
ORD1275,CUST158,2023-10-03,Home Decor,473.0,5,PayPal,Cancelled,53.0,Male,48,<function <lambda> at 0x796a7ccaae60>,South,4.0,Not Returned
ORD1276,CUST71,2023-10-04,Electronics,,7,Credit Card,On Time,32.0,Other,18,<function <lambda> at 0x796a7ccaae60>,West,2.0,Returned
ORD1277,CUST104,2023-10-05,Clothing,285.0,3,PayPal,On Time,45.0,Male,37,<function <lambda> at 0x796a7ccaae60>,North,1.0,Returned
ORD1278,CUST138,2023-10-06,Electronics,132.0,2,Debit Card,Cancelled,69.0,Female,35,<function <lambda> at 0x796a7ccaae60>,North,1.0,Not Returned
ORD1279,CUST155,2023-10-07,Clothing,91.0,6,PayPal,On Time,66.0,Female,6,<function <lambda> at 0x796a7ccaae60>,East,5.0,Returned
ORD1280,CUST8,2023-10-08,Home Decor,474.0,2,PayPal,On Time,62.0,Female,29,<function <lambda> at 0x796a7ccaae60>,North,4.0,Returned
ORD1281,CUST140,2023-10-09,Home Decor,150.0,3,Credit Card,On Time,35.0,Male,18,<function <lambda> at 0x796a7ccaae60>,South,1.0,Not Returned
ORD1282,CUST162,2023-10-10,Clothing,55.0,6,PayPal,Cancelled,19.0,Female,48,<function <lambda> at 0x796a7ccaae60>,East,4.0,Not Returned
ORD1283,CUST71,2023-10-11,Groceries,,5,PayPal,On Time,30.0,Female,24,<function <lambda> at 0x796a7ccaae60>,West,4.0,Not Returned
ORD1284,CUST65,2023-10-12,Clothing,331.0,8,Cash,Cancelled,62.0,Female,15,<function <lambda> at 0x796a7ccaae60>,South,,Returned
ORD1285,CUST111,2023-10-13,Groceries,369.0,9,Cash,On Time,32.0,Other,46,<function <lambda> at 0x796a7ccaae60>,West,4.0,Returned
ORD1286,CUST95,2023-10-14,Electronics,275.0,3,Debit Card,Late,37.0,Other,39,<function <lambda> at 0x796a7ccaae60>,West,2.0,Returned
ORD1287,CUST193,2023-10-15,Electronics,492.0,3,Cash,On Time,46.0,Male,7,<function <lambda> at 0x796a7ccaae60>,West,4.0,Returned
ORD1288,CUST72,2023-10-16,Electronics,489.0,3,Cash,On Time,59.0,Male,17,<function <lambda> at 0x796a7ccaae60>,North,5.0,Not Returned
ORD1289,CUST63,2023-10-17,Home Decor,364.0,6,Cash,Cancelled,46.0,Female,27,<function <lambda> at 0x796a7ccaae60>,South,5.0,Returned
ORD1290,CUST140,2023-10-18,Electronics,414.0,1,Cash,Cancelled,20.0,Other,15,<function <lambda> at 0x796a7ccaae60>,South,5.0,Returned
ORD1291,CUST19,2023-10-19,Groceries,278.0,7,Credit Card,On Time,36.0,Female,18,<function <lambda> at 0x796a7ccaae60>,North,1.0,Not Returned
ORD1292,CUST13,2023-10-20,Electronics,426.0,1,Cash,Late,20.0,Female,41,<function <lambda> at 0x796a7ccaae60>,East,2.0,Not Returned
ORD1293,CUST184,2023-10-21,Clothing,338.0,5,Credit Card,On Time,31.0,Other,16,<function <lambda> at 0x796a7ccaae60>,West,1.0,Returned
ORD1294,CUST142,2023-10-22,Clothing,486.0,8,Credit Card,On Time,57.0,Other,44,<function <lambda> at 0x796a7ccaae60>,South,,Not Returned
ORD1295,CUST168,2023-10-23,Home Decor,199.0,4,Cash,Late,21.0,Other,12,<function <lambda> at 0x796a7ccaae60>,North,2.0,Not Returned
ORD1296,CUST30,2023-10-24,Clothing,326.0,5,PayPal,Cancelled,69.0,Male,6,<function <lambda> at 0x796a7ccaae60>,West,4.0,Returned
ORD1297,CUST200,2023-10-25,Groceries,247.0,4,Credit Card,On Time,28.0,Male,26,<function <lambda> at 0x796a7ccaae60>,East,5.0,Returned
ORD1298,CUST166,2023-10-26,Electronics,119.0,4,PayPal,Cancelled,48.0,Female,9,<function <lambda> at 0x796a7ccaae60>,East,3.0,Returned
ORD1299,CUST58,2023-10-27,Home Decor,161.0,8,PayPal,Cancelled,60.0,Male,33,<function <lambda> at 0x796a7ccaae60>,West,2.0,Returned
ORD1300,CUST41,2023-10-28,Electronics,53.0,2,Cash,Late,49.0,Other,35,<function <lambda> at 0x796a7ccaae60>,East,1.0,Not Returned
ORD1301,CUST133,2023-10-29,Electronics,399.0,1,Debit Card,Late,44.0,Other,24,<function <lambda> at 0x796a7ccaae60>,South,5.0,Not Returned
ORD1302,CUST151,2023-10-30,Groceries,380.0,3,Cash,Cancelled,47.0,Male,5,<function <lambda> at 0x796a7ccaae60>,South,1.0,Returned
ORD1303,CUST96,2023-10-31,Clothing,495.0,9,Debit Card,On Time,60.0,Female,23,<function <lambda> at 0x796a7ccaae60>,South,2.0,Returned
ORD1304,CUST80,2023-11-01,Clothing,367.0,4,Debit Card,Cancelled,19.0,Female,17,<function <lambda> at 0x796a7ccaae60>,East,2.0,Not Returned
ORD1305,CUST73,2023-11-02,Electronics,399.0,5,Cash,On Time,66.0,Male,22,<function <lambda> at 0x796a7ccaae60>,South,3.0,Returned
ORD1306,CUST165,2023-11-03,Home Decor,144.0,2,Cash,On Time,26.0,Female,5,<function <lambda> at 0x796a7ccaae60>,North,4.0,Returned
ORD1307,CUST40,2023-11-04,Clothing,201.0,4,Debit Card,Late,45.0,Female,28,<function <lambda> at 0x796a7ccaae60>,South,1.0,Returned
ORD1308,CUST149,2023-11-05,Home Decor,360.0,2,Cash,On Time,48.0,Female,24,<function <lambda> at 0x796a7ccaae60>,South,3.0,Returned
ORD1309,CUST82,2023-11-06,Clothing,186.0,2,Debit Card,On Time,51.0,Other,16,<function <lambda> at 0x796a7ccaae60>,East,5.0,Not Returned
ORD1310,CUST164,2023-11-07,Home Decor,,4,PayPal,Cancelled,32.0,Other,45,<function <lambda> at 0x796a7ccaae60>,South,4.0,Returned
ORD1311,CUST177,2023-11-08,Groceries,436.0,6,Cash,Late,65.0,Male,23,<function <lambda> at 0x796a7ccaae60>,West,3.0,Not Returned
ORD1312,CUST189,2023-11-09,Home Decor,292.0,7,PayPal,On Time,42.0,Other,10,<function <lambda> at 0x796a7ccaae60>,North,1.0,Returned
ORD1313,CUST22,2023-11-10,Groceries,80.0,3,Credit Card,On Time,53.0,Female,25,<function <lambda> at 0x796a7ccaae60>,East,2.0,Returned
ORD1314,CUST90,2023-11-11,Groceries,89.0,3,PayPal,Late,25.0,Other,33,<function <lambda> at 0x796a7ccaae60>,North,5.0,Not Returned
ORD1315,CUST57,2023-11-12,Home Decor,278.0,6,PayPal,Cancelled,26.0,Male,27,<function <lambda> at 0x796a7ccaae60>,West,1.0,Returned
ORD1316,CUST187,2023-11-13,Groceries,85.0,3,Debit Card,Late,54.0,Other,2,<function <lambda> at 0x796a7ccaae60>,East,4.0,Not Returned
ORD1317,CUST67,2023-11-14,Electronics,457.0,2,PayPal,Late,65.0,Female,10,<function <lambda> at 0x796a7ccaae60>,East,4.0,Returned
ORD1318,CUST96,2023-11-15,Groceries,272.0,8,Cash,On Time,62.0,Female,37,<function <lambda> at 0x796a7ccaae60>,South,2.0,Returned
ORD1319,CUST19,2023-11-16,Clothing,55.0,5,Debit Card,On Time,56.0,Male,13,<function <lambda> at 0x796a7ccaae60>,North,2.0,Returned
ORD1320,CUST78,2023-11-17,Home Decor,371.0,1,Credit Card,Cancelled,49.0,Other,25,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1321,CUST60,2023-11-18,Electronics,269.0,3,Cash,On Time,69.0,Other,47,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1322,CUST104,2023-11-19,Home Decor,124.0,8,Credit Card,On Time,,Other,20,<function <lambda> at 0x796a7ccaae60>,East,2.0,Not Returned
ORD1323,CUST143,2023-11-20,Clothing,53.0,4,PayPal,Late,52.0,Female,38,<function <lambda> at 0x796a7ccaae60>,South,2.0,Not Returned
ORD1324,CUST27,2023-11-21,Clothing,384.0,7,Cash,On Time,54.0,Male,29,<function <lambda> at 0x796a7ccaae60>,East,4.0,Returned
ORD1325,CUST24,2023-11-22,Clothing,183.0,2,Cash,Cancelled,36.0,Other,7,<function <lambda> at 0x796a7ccaae60>,East,2.0,Returned
ORD1326,CUST5,2023-11-23,Groceries,167.0,7,Credit Card,Late,61.0,Female,19,<function <lambda> at 0x796a7ccaae60>,East,3.0,Not Returned
ORD1327,CUST154,2023-11-24,Groceries,418.0,5,Cash,Cancelled,46.0,Female,47,<function <lambda> at 0x796a7ccaae60>,East,1.0,Not Returned
ORD1328,CUST166,2023-11-25,Home Decor,143.0,5,Cash,Late,24.0,Female,31,<function <lambda> at 0x796a7ccaae60>,West,2.0,Returned
ORD1329,CUST118,2023-11-26,Home Decor,484.0,6,Cash,On Time,45.0,Other,21,<function <lambda> at 0x796a7ccaae60>,West,5.0,Returned
ORD1330,CUST199,2023-11-27,Electronics,111.0,9,PayPal,Late,26.0,Other,6,<function <lambda> at 0x796a7ccaae60>,East,3.0,Not Returned
ORD1331,CUST96,2023-11-28,Electronics,490.0,6,Credit Card,Late,45.0,Other,8,<function <lambda> at 0x796a7ccaae60>,East,5.0,Returned
ORD1332,CUST40,2023-11-29,Home Decor,243.0,8,Cash,On Time,23.0,Other,44,<function <lambda> at 0x796a7ccaae60>,South,3.0,Not Returned
ORD1333,CUST123,2023-11-30,Groceries,384.0,7,Debit Card,On Time,46.0,Other,0,<function <lambda> at 0x796a7ccaae60>,East,2.0,Returned
ORD1334,CUST18,2023-12-01,Clothing,252.0,9,Debit Card,Cancelled,34.0,Other,28,<function <lambda> at 0x796a7ccaae60>,West,-1.0,Not Returned
ORD1335,CUST130,2023-12-02,Home Decor,441.0,4,Debit Card,Cancelled,33.0,Other,7,<function <lambda> at 0x796a7ccaae60>,North,5.0,Not Returned
ORD1336,CUST185,2023-12-03,Electronics,75.0,2,Debit Card,On Time,40.0,Other,3,<function <lambda> at 0x796a7ccaae60>,West,3.0,Returned
ORD1337,CUST10,2023-12-04,Groceries,484.0,7,PayPal,On Time,48.0,Other,34,<function <lambda> at 0x796a7ccaae60>,South,4.0,Not Returned
ORD1338,CUST153,2023-12-05,Home Decor,222.0,6,Cash,On Time,20.0,Female,2,<function <lambda> at 0x796a7ccaae60>,West,2.0,Returned
ORD1339,CUST184,2023-12-06,Home Decor,349.0,1,Credit Card,Late,38.0,Other,44,<function <lambda> at 0x796a7ccaae60>,North,1.0,Returned
ORD1340,CUST177,2023-12-07,Groceries,182.0,9,Cash,Late,43.0,Male,39,<function <lambda> at 0x796a7ccaae60>,East,2.0,Returned
ORD1341,CUST132,2023-12-08,Home Decor,375.0,9,PayPal,Late,53.0,Female,6,<function <lambda> at 0x796a7ccaae60>,North,4.0,Returned
ORD1342,CUST2,2023-12-09,Groceries,459.0,2,Debit Card,On Time,59.0,Other,26,<function <lambda> at 0x796a7ccaae60>,East,1.0,Not Returned
ORD1343,CUST142,2023-12-10,Clothing,167.0,3,PayPal,Cancelled,54.0,Male,0,<function <lambda> at 0x796a7ccaae60>,East,4.0,Returned
ORD1344,CUST175,2023-12-11,Groceries,373.0,5,Cash,On Time,39.0,Other,26,<function <lambda> at 0x796a7ccaae60>,West,2.0,Returned
ORD1345,CUST177,2023-12-12,Groceries,324.0,5,Credit Card,Late,59.0,Male,15,<function <lambda> at 0x796a7ccaae60>,West,3.0,Returned
ORD1346,CUST1,2023-12-13,Groceries,261.0,1,PayPal,Late,29.0,Male,37,<function <lambda> at 0x796a7ccaae60>,West,2.0,Returned
